1, user16, 968360279, 2
2, user32, 644830432, 3
6, user25, 170409241, 1
6, user15, 24233660, 3
8, user45, 763409126, 2
10, user26, 562055947, 3
1, user22, 857609275, 1
7, user41, 539495836, 3
5, user15, 864713497, 2
9, user41, 119940285, 2
2, user36, 952232294, 3
9, user19, 15952263, 3
5, user47, 866140316, 3
4, user5, 767129276, 2
3, user32, 619114095, 3
10, user23, 198267613, 1
2, user23, 86112822, 3
3, user24, 433786375, 1
7, user42, 504432497, 1
5, user2, 478345621, 3
2, user22, 893553929, 1
8, user18, 407947548, 1
5, user12, 170271180, 1
8, user23, 166365136, 2
6, user40, 366403656, 2
2, user39, 99382103, 3
9, user39, 667669614, 3
7, user37, 732548631, 3
3, user24, 873870135, 3
6, user34, 61194605, 3
10, user3, 181593127, 1
5, user17, 431928629, 2
4, user48, 149129773, 3
2, user8, 250473801, 1
1, user43, 692788282, 3
5, user26, 446016465, 2
2, user42, 684442355, 3
5, user34, 425392727, 3
6, user11, 902227272, 3
4, user40, 464637896, 1
1, user45, 811060619, 2
3, user16, 472671492, 1
9, user5, 321905600, 3
4, user36, 80349864, 1
10, user22, 198205627, 2
10, user47, 972489492, 2
7, user38, 890293965, 2
4, user41, 670274166, 2
8, user27, 62905859, 1
4, user18, 170310428, 2
7, user11, 195124923, 1
10, user19, 934330823, 2
9, user35, 646045741, 3
7, user15, 676742845, 1
3, user27, 246787321, 2
10, user5, 214235328, 3
2, user24, 811561568, 2
6, user33, 793890938, 1
7, user47, 51629928, 2
6, user3, 22129465, 2
1, user9, 3303892, 1
7, user2, 853543928, 3
6, user8, 555406692, 3
1, user8, 553433739, 1
1, user35, 650639720, 3
4, user18, 172551273, 3
8, user38, 221882297, 1
7, user46, 397099972, 1
2, user44, 19987922, 3
10, user45, 620764366, 3
3, user24, 911282610, 2
3, user29, 28731649, 3
8, user8, 642781790, 2
8, user9, 174815047, 1
9, user13, 436374469, 3
2, user24, 284168176, 3
2, user3, 378061472, 3
8, user45, 305710101, 1
8, user12, 822601611, 2
5, user11, 617432019, 1
10, user26, 500246716, 1
1, user48, 374241785, 1
1, user36, 152133585, 3
10, user4, 483466160, 2
1, user10, 949349288, 3
2, user22, 80815290, 3
5, user36, 463673612, 1
5, user39, 133118706, 3
5, user42, 449512645, 1
7, user26, 968889545, 3
6, user37, 928558327, 3
7, user45, 542320344, 1
1, user16, 463924052, 1
1, user43, 965544652, 2
10, user28, 892251922, 3
3, user6, 246432922, 3
10, user14, 497149053, 3
1, user28, 830466884, 1
3, user28, 954270138, 2
3, user5, 709417918, 2
10, user21, 48693945, 1
1, user3, 793554641, 1
10, user46, 961606818, 3
3, user10, 864485915, 2
3, user11, 40511351, 3
1, user34, 520341274, 2
2, user24, 412406674, 3
8, user3, 872483991, 2
2, user12, 551934457, 1
3, user30, 136560106, 3
9, user24, 859094689, 3
1, user31, 507366033, 1
1, user16, 569508646, 1
1, user11, 322374462, 2
6, user14, 806578481, 3
3, user14, 766174198, 1
1, user9, 900806571, 1
4, user15, 76344715, 3
5, user21, 265775189, 3
5, user16, 249100910, 2
1, user20, 388833809, 2
9, user45, 526070921, 2
6, user29, 252983121, 1
6, user46, 708933191, 2
7, user39, 927228186, 1
3, user27, 147031952, 1
7, user27, 470034420, 1
8, user12, 234941894, 3
8, user30, 469263115, 3
2, user5, 966897299, 2
6, user13, 777000409, 3
7, user40, 308295328, 2
2, user43, 819505730, 2
5, user18, 899932719, 2
1, user34, 994151281, 2
3, user20, 85345319, 3
4, user45, 857757022, 1
10, user48, 275891729, 1
4, user13, 337365808, 1
6, user6, 549196585, 2
3, user40, 955899182, 2
1, user16, 752808972, 2
3, user7, 994914802, 2
3, user5, 17406105, 3
10, user31, 791516061, 2
10, user32, 871792968, 3
3, user23, 773757963, 1
9, user28, 636412718, 2
8, user1, 361341272, 3
8, user43, 853720515, 2
3, user40, 107838028, 2
8, user34, 612103561, 1
5, user37, 361932533, 2
1, user49, 95908381, 1
5, user37, 991024701, 3
3, user28, 341751935, 2
3, user1, 746722429, 2
7, user43, 881427233, 2
2, user16, 631091048, 1
6, user36, 499825339, 1
9, user6, 89668852, 3
1, user14, 677723047, 1
1, user34, 772905889, 2
9, user24, 807518777, 3
4, user20, 185066676, 3
10, user37, 35840623, 1
4, user7, 101014424, 3
9, user3, 569935710, 2
1, user44, 353903068, 3
2, user2, 900756332, 1
4, user14, 65906498, 3
2, user12, 124942765, 1
2, user25, 469588528, 3
1, user24, 105836128, 2
5, user31, 214461243, 2
4, user9, 191246554, 2
1, user8, 915586496, 3
5, user4, 939040814, 1
2, user6, 320136624, 2
6, user32, 242365381, 2
3, user1, 835815707, 3
4, user43, 26274724, 2
7, user1, 570757326, 1
9, user16, 185753297, 2
6, user37, 321602665, 3
6, user5, 128707432, 2
2, user35, 916035639, 1
5, user27, 17100828, 2
2, user7, 383464225, 1
7, user28, 745972638, 3
9, user9, 363325347, 3
5, user15, 544303315, 3
4, user48, 810595553, 1
10, user43, 237354495, 1
5, user2, 377125310, 2
7, user32, 27272920, 2
7, user40, 836313332, 3
5, user42, 728259367, 3
1, user34, 601906712, 2
4, user48, 48449712, 2
3, user9, 847580046, 3
4, user32, 758831641, 3
3, user2, 80969158, 3
4, user30, 451025981, 1
10, user3, 918909160, 1
4, user8, 245940419, 1
9, user20, 137134595, 3
6, user38, 418197663, 1
1, user26, 676057012, 2
3, user40, 174083136, 2
7, user15, 465725573, 3
1, user32, 514697733, 1
2, user5, 846696364, 3
5, user24, 576547267, 2
6, user2, 875520347, 2
1, user28, 20667394, 1
9, user47, 487948605, 1
5, user24, 405788628, 1
9, user17, 840562213, 3
9, user4, 723588198, 3
9, user49, 830671245, 1
10, user48, 580869946, 2
4, user2, 247810879, 1
4, user28, 425273874, 1
4, user39, 986929556, 2
7, user35, 652154797, 1
7, user40, 166577267, 3
5, user12, 129074894, 1
9, user46, 343147751, 2
2, user33, 257696990, 3
1, user35, 620221711, 1
4, user1, 140081547, 1
1, user36, 3943676, 2
8, user25, 919650674, 1
8, user27, 941731269, 3
2, user44, 922477167, 3
6, user34, 406471444, 3
4, user2, 871383487, 1
3, user5, 147625038, 1
9, user17, 89441741, 1
6, user26, 382591238, 3
8, user23, 941054606, 3
8, user16, 990190039, 1
10, user19, 927792453, 3
5, user47, 781172248, 2
3, user5, 782140243, 1
1, user32, 285362611, 3
3, user27, 565604556, 3
3, user1, 902369242, 2
2, user25, 730860016, 2
2, user46, 173363337, 2
7, user27, 388963369, 1
7, user40, 314729097, 2
1, user32, 872633871, 3
3, user1, 250729506, 2
7, user45, 621377910, 3
3, user34, 879285031, 2
10, user38, 109949557, 1
2, user7, 472919550, 1
9, user14, 623790425, 2
9, user42, 978445269, 3
1, user38, 69815288, 2
1, user3, 606080100, 1
8, user18, 309341286, 2
5, user9, 127568465, 2
9, user42, 438872311, 2
10, user24, 85694041, 3
7, user5, 205928771, 1
6, user10, 179025052, 2
9, user49, 770844822, 1
3, user9, 270909661, 3
8, user47, 165503306, 3
4, user32, 980277978, 3
7, user46, 204361334, 1
2, user32, 916163223, 3
10, user3, 824315095, 2
9, user21, 199952974, 2
3, user35, 180234851, 2
6, user38, 906873624, 1
3, user40, 170199145, 2
10, user46, 150288548, 2
10, user34, 472007569, 2
4, user14, 691751045, 1
4, user39, 150248473, 1
4, user25, 687683271, 3
6, user6, 624731704, 3
9, user10, 738984534, 2
2, user7, 282790906, 3
3, user16, 750698166, 2
5, user13, 865709016, 3
7, user9, 364811655, 2
10, user2, 722218704, 1
9, user36, 857721385, 1
4, user6, 57892688, 2
4, user4, 738956970, 1
2, user26, 632333292, 2
6, user42, 799428930, 2
9, user41, 510871862, 1
5, user36, 861214139, 1
8, user41, 202900153, 3
5, user3, 57136101, 1
1, user14, 782521223, 2
1, user28, 53162133, 3
7, user9, 271877347, 1
5, user20, 93798862, 1
9, user15, 170448246, 1
3, user31, 995061870, 2
5, user42, 14973700, 1
6, user21, 452374446, 3
4, user19, 101419638, 3
9, user27, 608935059, 1
2, user43, 240549649, 2
9, user18, 908093620, 2
6, user42, 656752503, 3
10, user49, 31218253, 2
3, user23, 808806971, 1
2, user7, 158107417, 1
2, user7, 549865283, 2
9, user37, 374251899, 3
6, user46, 283667709, 2
4, user12, 381073040, 3
10, user16, 833890254, 3
8, user3, 626603296, 3
9, user44, 58216815, 1
5, user5, 344446721, 3
3, user45, 788077948, 2
3, user34, 623139726, 1
9, user48, 924307067, 2
4, user44, 219240093, 3
3, user22, 160192538, 2
5, user34, 928955570, 2
2, user6, 795522356, 1
4, user25, 486972673, 2
8, user5, 279731493, 3
7, user49, 470037863, 3
5, user28, 458764251, 1
10, user20, 272827536, 2
9, user5, 214521583, 3
4, user40, 923205466, 2
3, user3, 715837775, 2
2, user32, 418916142, 3
6, user18, 452117992, 3
8, user38, 584243998, 2
4, user13, 655721331, 1
7, user2, 480862429, 1
4, user4, 48975130, 2
6, user35, 548685383, 3
4, user36, 326017635, 1
4, user23, 595607651, 1
6, user39, 445189451, 3
3, user21, 667401655, 3
5, user15, 543755911, 1
8, user15, 617859825, 2
1, user43, 273989373, 1
2, user46, 615241684, 1
7, user36, 149963231, 2
9, user43, 37149323, 2
5, user34, 299533532, 3
10, user17, 693533546, 3
3, user33, 157280065, 2
7, user40, 135294076, 2
1, user45, 900473763, 2
1, user13, 930293799, 1
2, user35, 651990336, 1
6, user8, 885518429, 1
5, user11, 713248230, 1
1, user2, 423385635, 3
1, user31, 459230021, 2
3, user2, 189914578, 2
2, user27, 295016216, 1
9, user9, 962556789, 1
1, user38, 531795800, 3
1, user12, 628660017, 1
5, user34, 75847084, 1
6, user31, 159125964, 1
8, user44, 18938935, 2
5, user43, 547111053, 3
5, user49, 593208598, 2
1, user44, 336208914, 2
8, user44, 16603095, 2
5, user12, 280842866, 2
9, user42, 669254213, 1
8, user45, 44579495, 2
2, user33, 91464545, 3
3, user11, 136051442, 3
7, user16, 391633291, 3
4, user17, 846267401, 2
7, user26, 992462652, 3
3, user14, 86971425, 1
1, user34, 347205278, 3
5, user49, 783233465, 3
1, user35, 291450213, 1
7, user13, 734623176, 1
10, user46, 659267866, 3
7, user34, 549416602, 1
2, user41, 797019148, 2
10, user4, 725834083, 3
2, user23, 35187744, 3
10, user36, 186018038, 2
10, user43, 228667780, 3
3, user14, 395315310, 3
2, user9, 602354988, 2
2, user23, 895583346, 2
5, user31, 715541824, 2
7, user31, 988808760, 3
8, user44, 843674451, 1
3, user30, 94609935, 1
7, user6, 898576284, 3
5, user10, 923853690, 2
9, user7, 641913085, 1
10, user42, 225273926, 3
4, user29, 103642695, 1
7, user10, 25714871, 3
5, user9, 676053306, 2
7, user8, 991833210, 2
8, user46, 86225108, 2
6, user40, 803641910, 1
2, user6, 225815310, 3
3, user42, 430178122, 2
9, user15, 167246175, 1
7, user13, 648791079, 1
10, user25, 555335532, 3
9, user34, 178788933, 1
1, user1, 297797907, 3
1, user9, 260721281, 3
9, user8, 786622549, 2
10, user25, 646725688, 2
8, user37, 293731228, 1
2, user17, 136232577, 3
4, user41, 729966256, 1
9, user20, 96338435, 1
8, user8, 196222005, 3
3, user32, 317249939, 1
8, user19, 379538997, 1
10, user10, 214942297, 1
9, user34, 577587085, 2
4, user11, 176693050, 2
1, user38, 547709488, 3
6, user15, 193624396, 1
9, user30, 233417647, 3
10, user13, 306750018, 3
2, user3, 998027984, 2
5, user21, 18345629, 2
8, user45, 549869946, 1
5, user19, 42163067, 2
6, user36, 29929019, 2
5, user43, 534008559, 1
7, user17, 705654832, 1
6, user37, 337724623, 1
6, user31, 469000322, 3
2, user43, 723750508, 1
6, user32, 754321302, 1
5, user24, 790085550, 2
6, user18, 895654276, 3
4, user26, 834788375, 1
10, user29, 387745834, 1
1, user22, 210368942, 2
5, user16, 108799231, 1
5, user41, 893455838, 1
1, user40, 639897302, 1
6, user31, 389377237, 3
5, user3, 143027497, 2
5, user6, 206570384, 1
4, user22, 419993695, 2
5, user5, 451026758, 3
3, user40, 281223830, 1
1, user24, 391051822, 2
4, user18, 960306107, 3
1, user2, 28842671, 1
1, user13, 247520197, 3
4, user40, 627235886, 1
10, user45, 400953773, 2
7, user7, 446580647, 3
2, user31, 547882686, 1
7, user44, 495415432, 3
6, user48, 327432268, 1
8, user42, 143059700, 2
1, user8, 900567312, 3
8, user45, 737313399, 1
2, user37, 204709351, 1
7, user45, 479923493, 2
5, user10, 364214739, 1
8, user4, 280730317, 3
4, user34, 294766164, 3
5, user46, 916677810, 2
3, user37, 278666076, 1
6, user45, 26934364, 3
10, user44, 832437768, 1
9, user25, 609781780, 2
8, user2, 139595266, 3
7, user11, 593945069, 3
5, user4, 550563321, 3
9, user49, 272320392, 3
1, user3, 299106475, 2
1, user36, 31743103, 2
7, user15, 299857843, 3
2, user22, 569574614, 3
2, user34, 629838866, 1
1, user26, 213190278, 3
9, user24, 30428255, 2
6, user37, 239728391, 3
5, user36, 73877713, 1
8, user43, 988270643, 3
10, user13, 469447921, 2
10, user43, 664619227, 2
5, user45, 271311732, 2
8, user26, 963222019, 1
10, user11, 224945599, 1
6, user44, 286676992, 1
10, user3, 614474297, 2
6, user34, 268816078, 3
8, user17, 297077901, 2
6, user39, 178405778, 1
9, user4, 820779786, 1
6, user19, 777710226, 2
5, user25, 56001156, 1
4, user36, 823585792, 2
3, user8, 883548051, 2
8, user15, 698550887, 2
6, user26, 172489714, 2
8, user11, 193577177, 3
1, user12, 256743827, 2
2, user38, 228195923, 3
4, user33, 283467564, 1
9, user7, 231403125, 2
5, user29, 651669082, 2
5, user8, 922022708, 2
6, user4, 393435817, 2
2, user10, 774518791, 3
7, user16, 558616005, 2
10, user13, 496730030, 2
2, user7, 77706664, 1
8, user44, 366511018, 1
5, user46, 484894636, 2
9, user24, 780934127, 2
3, user38, 643351967, 2
10, user47, 119154138, 1
5, user49, 368171696, 2
3, user13, 697502308, 3
1, user28, 819326256, 3
7, user11, 471448837, 1
10, user1, 876600126, 1
3, user20, 285279328, 1
4, user19, 946604836, 3
8, user7, 790723488, 3
8, user30, 211871663, 3
6, user14, 898084781, 1
2, user5, 54808287, 1
10, user20, 978901902, 1
1, user35, 777428488, 3
4, user26, 940866777, 2
1, user20, 566978029, 2
1, user35, 643535790, 3
9, user42, 677800123, 1
2, user34, 307188707, 3
2, user30, 331025270, 3
3, user13, 673563121, 1
2, user21, 547479580, 3
7, user19, 735619387, 2
10, user48, 762743500, 2
1, user49, 403317867, 1
4, user19, 233447580, 2
2, user26, 559387397, 1
3, user29, 851036740, 1
9, user14, 396714346, 3
4, user25, 967129465, 1
4, user18, 227554034, 2
4, user45, 59543594, 3
8, user20, 278535372, 1
10, user6, 719071394, 2
5, user13, 3150866, 1
3, user5, 262992638, 2
3, user46, 696258880, 2
9, user43, 175692417, 2
2, user19, 13400165, 3
2, user39, 409760491, 3
10, user14, 281642312, 2
2, user3, 610621280, 3
4, user48, 189059668, 3
5, user40, 80548694, 3
5, user41, 656407464, 2
3, user11, 141381754, 3
5, user17, 216494959, 3
1, user33, 185571687, 3
10, user34, 940744725, 1
5, user33, 171776028, 3
6, user14, 52014778, 3
2, user34, 760833437, 2
6, user6, 804492318, 2
2, user40, 335475733, 3
4, user49, 187672940, 1
1, user28, 479674262, 2
9, user39, 34152114, 2
6, user19, 576232791, 3
9, user20, 341393522, 3
2, user40, 654302175, 3
4, user6, 982796500, 3
10, user48, 626013907, 1
8, user3, 109941210, 3
10, user37, 769068003, 2
3, user6, 619695096, 2
4, user47, 791221168, 3
4, user20, 807703802, 2
9, user31, 669494830, 2
4, user14, 290858147, 3
1, user8, 474354215, 3
9, user25, 207625487, 3
7, user11, 547848195, 3
3, user13, 734361601, 2
3, user26, 250821950, 1
8, user1, 327464798, 1
1, user24, 412735739, 1
4, user40, 617909027, 1
4, user39, 483116998, 3
3, user13, 305212405, 2
5, user32, 879291936, 2
1, user22, 841007399, 1
5, user31, 499846408, 3
10, user36, 16776559, 1
4, user41, 481085285, 1
5, user31, 788404639, 1
8, user31, 764877790, 3
1, user13, 208210950, 3
3, user48, 810893874, 3
8, user40, 496456986, 1
6, user26, 745519466, 2
1, user42, 50528864, 3
6, user11, 50761788, 2
6, user12, 459667423, 3
4, user3, 303044242, 1
7, user6, 725275056, 1
3, user35, 366685519, 3
5, user36, 863556638, 3
7, user3, 261871124, 2
9, user2, 836860553, 1
9, user14, 184774233, 2
4, user11, 216384303, 1
7, user13, 624114552, 2
2, user6, 473153151, 3
1, user44, 299389679, 3
8, user34, 114034886, 1
10, user32, 844681084, 2
2, user22, 567650853, 2
10, user35, 686945614, 3
2, user36, 791287913, 2
4, user30, 836627879, 2
6, user12, 436735063, 1
8, user47, 88748571, 3
3, user5, 200564932, 3
6, user6, 32745156, 1
10, user19, 861186360, 2
3, user47, 994146554, 2
4, user21, 987349584, 1
3, user21, 75591666, 1
7, user16, 705862664, 2
8, user17, 898815316, 1
2, user36, 311180779, 3
9, user38, 502119290, 1
7, user49, 93170861, 2
3, user46, 584593797, 3
4, user1, 412282436, 3
5, user15, 283608552, 2
2, user19, 481327378, 3
10, user26, 999239432, 1
2, user49, 505467718, 3
2, user23, 738851760, 1
5, user17, 769984504, 1
5, user21, 648182243, 1
9, user20, 205449840, 2
3, user4, 63381163, 3
9, user11, 241230229, 1
2, user18, 448627880, 3
7, user23, 109582609, 1
7, user20, 254902843, 2
5, user37, 391745746, 1
10, user25, 158846403, 2
5, user46, 440046867, 1
10, user30, 885844484, 1
8, user37, 117800384, 1
8, user17, 754850576, 3
1, user26, 984781229, 1
7, user39, 597467197, 2
3, user3, 357813429, 1
10, user21, 111898919, 3
2, user37, 174599591, 2
2, user26, 476390518, 1
3, user17, 539129677, 2
8, user29, 38276184, 3
5, user9, 696239771, 1
2, user37, 389488678, 2
3, user13, 259979193, 2
5, user12, 890142806, 1
5, user12, 278278511, 2
10, user6, 589785583, 1
2, user25, 729121471, 2
8, user45, 7041322, 1
10, user39, 115511385, 2
10, user38, 61319044, 3
8, user9, 360013897, 3
4, user12, 909397737, 2
7, user2, 801531286, 2
6, user32, 787020923, 3
9, user49, 780869643, 3
2, user37, 415321410, 3
4, user38, 284054872, 3
4, user8, 699625577, 3
2, user27, 596719586, 3
7, user2, 776897139, 2
2, user6, 232652391, 1
8, user46, 413772374, 3
9, user22, 78079109, 3
1, user35, 103464720, 1
8, user9, 180435632, 3
4, user3, 649923497, 1
7, user22, 815438270, 1
6, user34, 33114352, 3
6, user6, 354488449, 1
7, user35, 702224402, 1
9, user28, 36147094, 1
5, user35, 987342948, 3
5, user47, 240309685, 2
6, user5, 35032083, 3
2, user49, 67063725, 2
1, user32, 73844959, 2
1, user26, 727809492, 2
7, user23, 203138006, 1
4, user39, 323724969, 3
9, user33, 119250308, 3
4, user16, 801127297, 3
5, user5, 574164922, 2
3, user25, 282848874, 2
7, user13, 303645674, 3
3, user45, 284534212, 1
1, user45, 884101064, 1
7, user19, 342270795, 1
5, user15, 477273002, 3
10, user45, 577528116, 2
9, user47, 347686981, 1
3, user13, 936034751, 3
6, user28, 115605635, 2
6, user20, 292417473, 1
6, user10, 935566930, 3
6, user33, 466494319, 2
1, user38, 305448391, 2
4, user2, 107571778, 3
5, user15, 341346028, 1
5, user43, 189157937, 2
4, user10, 813272261, 1
10, user49, 448621785, 1
7, user17, 39313653, 3
2, user43, 417501178, 3
4, user12, 628229142, 1
2, user16, 79788400, 2
1, user49, 685653788, 1
10, user38, 363773678, 3
4, user17, 153057159, 1
4, user13, 481264826, 2
3, user48, 608530679, 1
9, user24, 529058700, 3
4, user41, 60805382, 3
1, user35, 180086432, 2
9, user31, 365421673, 1
4, user34, 4001947, 1
9, user15, 334795577, 2
1, user37, 563073288, 2
3, user8, 753351641, 2
3, user26, 354540408, 3
2, user10, 233314665, 1
10, user42, 851966140, 2
6, user38, 708083239, 1
9, user47, 412180198, 3
1, user7, 575262291, 3
1, user3, 976552513, 3
8, user15, 850415948, 2
5, user26, 789846138, 2
6, user19, 671436057, 2
1, user16, 589244170, 1
10, user48, 717310730, 2
1, user35, 333411917, 1
5, user44, 790750261, 2
6, user14, 814432312, 1
7, user20, 894872143, 1
5, user1, 329032659, 2
10, user32, 118974009, 2
7, user24, 307354895, 2
5, user39, 171221575, 2
2, user15, 424598388, 1
6, user49, 440074446, 1
5, user38, 370626214, 2
10, user39, 426998918, 1
1, user26, 674978858, 1
3, user49, 554729606, 1
3, user43, 774082729, 1
5, user31, 557619504, 2
6, user23, 872685369, 1
5, user16, 689455989, 1
8, user11, 1634812, 1
5, user26, 569929234, 3
8, user27, 512822048, 2
9, user44, 625664525, 2
6, user17, 805299818, 2
3, user30, 890090444, 1
1, user21, 461256690, 1
4, user9, 765379762, 3
9, user38, 453901078, 3
5, user3, 139178658, 3
2, user6, 482908417, 2
10, user37, 255295584, 3
4, user22, 141065765, 2
6, user40, 965480371, 3
6, user2, 706528185, 2
2, user20, 479466401, 3
4, user45, 124119451, 2
10, user28, 840780812, 1
3, user5, 818777026, 2
6, user12, 88266871, 1
4, user21, 237731971, 2
3, user10, 106258653, 2
2, user9, 266090496, 3
4, user43, 229119454, 2
1, user24, 980480006, 1
5, user16, 170382513, 3
7, user24, 834990199, 1
1, user27, 105674023, 3
3, user37, 479522510, 1
9, user15, 49802490, 1
7, user41, 416157178, 3
3, user30, 888410772, 1
2, user27, 209205466, 1
5, user7, 800218756, 2
9, user13, 232236995, 1
5, user7, 525388833, 1
4, user7, 374828365, 3
8, user3, 276667339, 3
8, user30, 751130758, 3
3, user7, 431515588, 1
5, user46, 352594619, 3
2, user37, 468074027, 3
3, user39, 370362489, 2
1, user10, 540195454, 3
9, user34, 385854849, 1
6, user49, 821024489, 3
5, user31, 438677089, 1
10, user6, 793534793, 3
3, user13, 69875675, 3
3, user44, 404867012, 1
3, user35, 750990379, 1
8, user20, 222597622, 1
1, user24, 996008609, 1
9, user47, 127088041, 1
8, user9, 898598666, 3
1, user2, 720535269, 1
4, user44, 610150343, 3
10, user3, 399507650, 2
2, user46, 455726190, 3
2, user40, 468800162, 3
